AccessibilityLocation,Street,City,PostalCode,Country,AuthenticationModes,ChargingFacilities,ChargingStationNames,DynamicInfoAvailable,HotlinePhoneNumber,HubOperatorID,IsHubjectCompatible,IsOpen24Hours,PaymentOptions,Plugs,RenewableEnergy,Accessibility,ChargingStationId,GeoCoordinates,lastUpdate,EvseID
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (1/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145592,47.39064793 8.51733646,2024-10-04T02:15:03.922Z,CH*SWI*E145627
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145522
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145529
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145525
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145535
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145537
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145546
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145532
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145544
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145569
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145575
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145608
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145591
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145611
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145630
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145625
OnStreet,Hauserstrasse 1,Lupfig,0,CHE,"NFC RFID Classic, REMOTE",64 DC,seebli center,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,CCS Combo 2 Plug (Cable Attached),False,Free publicly accessible,CH*SWI*E146693,47.44953301 8.2149119,2024-10-04T02:15:03.923Z,CH*SWI*E146693
OnStreet,Militärstrasse 14,Liestal,0,CHE,"NFC RFID Classic, REMOTE",11 AC_3_PHASE,Gitterlibad Ladestation 2 rechts,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147183,47.482325 7.7442236,2024-10-04T02:15:03.924Z,CH*SWI*E147183
OnStreet,Militärstrasse 14,Liestal,0,CHE,"NFC RFID Classic, REMOTE",11 AC_3_PHASE,Gitterlibad Ladestation 2 rechts,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147183,47.482325 7.7442236,2024-10-04T02:15:03.924Z,CH*SWI*E147180
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (3/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147279,47.39046635 8.51788631,2024-10-04T02:15:03.924Z,CH*SWI*E145527
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145711
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (4/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E145701,47.39037555 8.51814917,2024-10-04T02:15:03.922Z,CH*SWI*E145701
OnStreet,Hauserstrasse 1,Lupfig,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,seebli center,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E146693,47.44953301 8.2149119,2024-10-04T02:15:03.923Z,CH*SWI*E146694
OnStreet,Hauserstrasse 1,Lupfig,0,CHE,"NFC RFID Classic, REMOTE",64 DC,seebli center,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,CCS Combo 2 Plug (Cable Attached),False,Free publicly accessible,CH*SWI*E146693,47.44953301 8.2149119,2024-10-04T02:15:03.923Z,CH*SWI*E146695
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (3/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147279,47.39046635 8.51788631,2024-10-04T02:15:03.924Z,CH*SWI*E145523
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (3/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147279,47.39046635 8.51788631,2024-10-04T02:15:03.924Z,CH*SWI*E145524
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (3/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147279,47.39046635 8.51788631,2024-10-04T02:15:03.924Z,CH*SWI*E145568
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (3/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147279,47.39046635 8.51788631,2024-10-04T02:15:03.924Z,CH*SWI*E145530
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (3/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147279,47.39046635 8.51788631,2024-10-04T02:15:03.924Z,CH*SWI*E145572
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (3/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147279,47.39046635 8.51788631,2024-10-04T02:15:03.924Z,CH*SWI*E145536
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (3/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147279,47.39046635 8.51788631,2024-10-04T02:15:03.924Z,CH*SWI*E145573
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (3/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147279,47.39046635 8.51788631,2024-10-04T02:15:03.924Z,CH*SWI*E145542
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (3/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147279,47.39046635 8.51788631,2024-10-04T02:15:03.924Z,CH*SWI*E145580
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (3/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147279,47.39046635 8.51788631,2024-10-04T02:15:03.924Z,CH*SWI*E145615
OnStreet,Mettlenbachstrasse 11,Mönchaltorf,0,CHE,"NFC RFID Classic, REMOTE",165 DC,AGROLA Mönchaltorf,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,CCS Combo 2 Plug (Cable Attached),False,Free publicly accessible,CH*SWI*E147303,47.302624 8.720338,2024-10-04T02:15:03.925Z,CH*SWI*E147303
OnStreet,Mettlenbachstrasse 11,Mönchaltorf,0,CHE,"NFC RFID Classic, REMOTE",50 DC,AGROLA Mönchaltorf,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,CHAdeMO,False,Free publicly accessible,CH*SWI*E147303,47.302624 8.720338,2024-10-04T02:15:03.925Z,CH*SWI*E147304
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (3/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147279,47.39046635 8.51788631,2024-10-04T02:15:03.924Z,CH*SWI*E245096
OnStreet,Paul-Clairmont-Strasse 6,Zürich,0,CHE,"NFC RFID Classic, REMOTE",43 AC_3_PHASE,ewz Paul-Clairmont-Strasse 6 Zürich,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147604,47.367778 8.496389,2024-10-04T02:15:03.925Z,CH*SWI*E147604
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (3/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147279,47.39046635 8.51788631,2024-10-04T02:15:03.924Z,CH*SWI*E145581
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (3/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147279,47.39046635 8.51788631,2024-10-04T02:15:03.924Z,CH*SWI*E145620
OnStreet,Giessereistrasse 18,Zürich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,ewz Giessereistrasse 18 Zürich Puls 5 (3/4),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E147279,47.39046635 8.51788631,2024-10-04T02:15:03.924Z,CH*SWI*E145629
OnStreet,Mettlenbachstrasse 11,Mönchaltorf,0,CHE,"NFC RFID Classic, REMOTE",165 DC,AGROLA Mönchaltorf,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,CCS Combo 2 Plug (Cable Attached),False,Free publicly accessible,CH*SWI*E147303,47.302624 8.720338,2024-10-04T02:15:03.925Z,CH*SWI*E147305
OnStreet,Paul-Clairmont-Strasse 6,Zürich,0,CHE,"NFC RFID Classic, REMOTE","50 DC, 50 DC",ewz Paul-Clairmont-Strasse 6 Zürich,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,"CCS Combo 2 Plug (Cable Attached), CHAdeMO",False,Free publicly accessible,CH*SWI*E147604,47.367778 8.496389,2024-10-04T02:15:03.925Z,CH*SWI*E147605
OnStreet,Breitestrasse 21,Adlikon,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Garage Wallishauser AC-Rechts,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E148827,47.448836 8.4630656,2024-10-04T02:15:03.925Z,CH*SWI*E148828
OnStreet,Breitestrasse 21,Adlikon,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Garage Wallishauser AC-Rechts,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E148827,47.448836 8.4630656,2024-10-04T02:15:03.925Z,CH*SWI*E148827
OnStreet,beim Bahnhof 5,Lohn-Ammansegg,0,CHE,"NFC RFID Classic, REMOTE",165 DC,AGROLA Lohn-Ammansegg,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,CCS Combo 2 Plug (Cable Attached),False,Free publicly accessible,CH*SWI*E150290,47.160497 7.5264891,2024-10-04T02:15:03.925Z,CH*SWI*E150290
OnStreet,Mittlere Aegertenstrasse 42,Lenk,0,CHE,"NFC RFID Classic, REMOTE",11 AC_3_PHASE,Besucherparkplatz Haus B,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E148753,46.466945 7.433182,2024-10-04T02:15:03.925Z,CH*SWI*E148753
OnStreet,Ringstrasse,Cham,0,CHE,"NFC RFID Classic, REMOTE","50 DC, 50 DC",Papieri-Areal Cham Ringstrasse rechts,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,"CCS Combo 2 Plug (Cable Attached), CHAdeMO",False,Free publicly accessible,CH*SWI*E150408,47.18594428 8.45780874,2024-10-04T02:15:03.925Z,CH*SWI*E150408
OnStreet,beim Bahnhof 5,Lohn-Ammansegg,0,CHE,"NFC RFID Classic, REMOTE",50 DC,AGROLA Lohn-Ammansegg,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,CHAdeMO,False,Free publicly accessible,CH*SWI*E150290,47.160497 7.5264891,2024-10-04T02:15:03.925Z,CH*SWI*E150291
OnStreet,beim Bahnhof 5,Lohn-Ammansegg,0,CHE,"NFC RFID Classic, REMOTE",165 DC,AGROLA Lohn-Ammansegg,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,CCS Combo 2 Plug (Cable Attached),False,Free publicly accessible,CH*SWI*E150290,47.160497 7.5264891,2024-10-04T02:15:03.925Z,CH*SWI*E150292
OnStreet,Gossauerstrasse 14,Hinwil,8340,CHE,"NFC RFID Classic, REMOTE","20 DC, 20 DC",Hiwi-Märt Einkaufszentrum,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,"CCS Combo 2 Plug (Cable Attached), CHAdeMO",False,Free publicly accessible,CH*SWI*E15046,47.298965 8.838333,2024-10-04T02:15:03.926Z,CH*SWI*E15046
OnStreet,Gewerbestrasse 16,Allschwil,4123,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Idorsia Pharmaceuticals Ltd,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E15058,47.5576833 7.54492638,2024-10-04T02:15:03.926Z,CH*SWI*E13732
OnStreet,Gewerbestrasse 16,Allschwil,4123,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Idorsia Pharmaceuticals Ltd,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E15058,47.5576833 7.54492638,2024-10-04T02:15:03.926Z,CH*SWI*E13798
OnStreet,Gewerbestrasse 16,Allschwil,4123,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Idorsia Pharmaceuticals Ltd,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E15058,47.5576833 7.54492638,2024-10-04T02:15:03.926Z,CH*SWI*E13733
OnStreet,Gewerbestrasse 16,Allschwil,4123,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Idorsia Pharmaceuticals Ltd,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E15058,47.5576833 7.54492638,2024-10-04T02:15:03.926Z,CH*SWI*E13801
OnStreet,Ringstrasse,Cham,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Papieri-Areal Cham Ringstrasse rechts,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E150408,47.18594428 8.45780874,2024-10-04T02:15:03.925Z,CH*SWI*E166795
OnStreet,Gossauerstrasse 14,Hinwil,8340,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Hiwi-Märt Einkaufszentrum,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E15046,47.298965 8.838333,2024-10-04T02:15:03.926Z,CH*SWI*E15047
OnStreet,Gewerbestrasse 16,Allschwil,4123,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Idorsia Pharmaceuticals Ltd,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E15058,47.5576833 7.54492638,2024-10-04T02:15:03.926Z,CH*SWI*E13797
OnStreet,Gewerbestrasse 16,Allschwil,4123,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Idorsia Pharmaceuticals Ltd,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E15058,47.5576833 7.54492638,2024-10-04T02:15:03.926Z,CH*SWI*E15051
OnStreet,Gewerbestrasse 16,Allschwil,4123,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Idorsia Pharmaceuticals Ltd,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E15058,47.5576833 7.54492638,2024-10-04T02:15:03.926Z,CH*SWI*E15050
OnStreet,Gewerbestrasse 16,Allschwil,4123,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Idorsia Pharmaceuticals Ltd,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E15058,47.5576833 7.54492638,2024-10-04T02:15:03.926Z,CH*SWI*E13802
OnStreet,Gewerbestrasse 16,Allschwil,4123,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Idorsia Pharmaceuticals Ltd,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E15058,47.5576833 7.54492638,2024-10-04T02:15:03.926Z,CH*SWI*E15059
OnStreet,Gewerbestrasse 16,Allschwil,4123,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Idorsia Pharmaceuticals Ltd,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E15058,47.5576833 7.54492638,2024-10-04T02:15:03.926Z,CH*SWI*E15055
OnStreet,Gewerbestrasse 16,Allschwil,4123,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Idorsia Pharmaceuticals Ltd,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E15058,47.5576833 7.54492638,2024-10-04T02:15:03.926Z,CH*SWI*E15054
OnStreet,Route de Morens 46,Payerne,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Route de Morens 46,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E150940,46.82850702 6.92837027,2024-10-04T02:15:03.926Z,CH*SWI*E150941
OnStreet,Gewerbestrasse 16,Allschwil,4123,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Idorsia Pharmaceuticals Ltd,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E15058,47.5576833 7.54492638,2024-10-04T02:15:03.926Z,CH*SWI*E15058
OnStreet,Route de Morens 46,Payerne,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Route de Morens 46,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E150940,46.82850702 6.92837027,2024-10-04T02:15:03.926Z,CH*SWI*E150940
OnStreet,Route de Morens 46,Payerne,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Route de Morens 46,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E150940,46.82850702 6.92837027,2024-10-04T02:15:03.926Z,CH*SWI*E151228
OnStreet,Lauferstrasse,Laufen-Uhwiesen,0,CHE,"NFC RFID Classic, REMOTE",100 DC,Energie 360° Rheinfall Schloss Laufen  DC,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,CCS Combo 2 Plug (Cable Attached),False,Free publicly accessible,CH*SWI*E15107,47.67490638 8.61451092,2024-10-04T02:15:03.927Z,CH*SWI*E244691
OnStreet,Lauferstrasse,Laufen-Uhwiesen,0,CHE,"NFC RFID Classic, REMOTE",100 DC,Energie 360° Rheinfall Schloss Laufen  DC,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,CCS Combo 2 Plug (Cable Attached),False,Free publicly accessible,CH*SWI*E15107,47.67490638 8.61451092,2024-10-04T02:15:03.927Z,CH*SWI*E244692
OnStreet,Rte de Sion 115,Sierre,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Jumbo Sierre,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E151329,46.28043935 7.51029162,2024-10-04T02:15:03.927Z,CH*SWI*E151329
OnStreet,Schützenstrasse 30,Feuerthalen,0,CHE,"NFC RFID Classic, REMOTE",,Energie 360° Coop  Feuerthalen AC 2 TG,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E151311,47.69022999 8.64755839,2024-10-04T02:15:03.927Z,CH*SWI*E151311
OnStreet,Schützenstrasse 30,Feuerthalen,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop  Feuerthalen AC 2 TG,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E151311,47.69022999 8.64755839,2024-10-04T02:15:03.927Z,CH*SWI*E151312
OnStreet,Rte de Sion 115,Sierre,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Jumbo Sierre,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E151329,46.28043935 7.51029162,2024-10-04T02:15:03.927Z,CH*SWI*E151328
OnStreet,Gewerbestrasse 9,Steinmaur,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Vogt Automobile links,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E151334,47.48844 8.44705,2024-10-04T02:15:03.927Z,CH*SWI*E151334
OnStreet,Grabenwisstrasse 5,Volketswil,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Jumbo Volketswil,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E151337,47.38336426 8.66857256,2024-10-04T02:15:03.927Z,CH*SWI*E151338
